,ANSICODE,HYDROID,FULLNAME,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
807002,,110378324430,,H2030,0.0,19689.0,+41.8220170,-80.7624495,"POLYGON ((-80.76370999999995 41.821552000000054, -80.76251599999995 41.82258100000007, -80.76138399999996 41.822718000000066, -80.76218099999994 41.82146000000006, -80.76370999999995 41.821552000000054))"
807003,,110378324432,,H2030,0.0,5182.0,+41.8038721,-80.8570031,"POLYGON ((-80.85731799999996 41.80430300000006, -80.85676799999999 41.80425800000006, -80.85658399999994 41.80364000000003, -80.85728699999999 41.80338800000004, -80.85731799999996 41.80430300000006))"
807004,,110378324433,,H2030,0.0,53218.0,+41.8022541,-80.7542032,"POLYGON ((-80.75586499999997 41.80317700000006, -80.75289999999995 41.80267200000003, -80.75287099999997 41.80079600000005, -80.75555999999995 41.80178200000006, -80.75586499999997 41.80317700000006))"
807005,,110378324436,,H2030,0.0,18662.0,+41.7774111,-80.7562523,"POLYGON ((-80.75796599999995 41.77755500000006, -80.75512299999997 41.77803400000005, -80.75487899999996 41.777210000000025, -80.75698799999998 41.77696000000003, -80.75796599999995 41.77755500000006))"
809360,,110378324294,,H2030,0.0,7013.0,+41.8721501,-80.7099678,"POLYGON ((-80.71087199999994 41.87255300000004, -80.71010599999994 41.87255300000004, -80.70924899999994 41.871661000000074, -80.71013699999997 41.87193600000006, -80.71087199999994 41.87255300000004))"
809361,,110378324295,,H2030,0.0,7052.0,+41.8654576,-80.7237031,"POLYGON ((-80.72421399999996 41.86582400000003, -80.72369399999997 41.865984000000026, -80.72323399999993 41.864978000000065, -80.72384599999998 41.86509200000006, -80.72421399999996 41.86582400000003))"
809362,,110378324296,,H2030,0.0,6630.0,+41.8533843,-80.7449343,"POLYGON ((-80.74571899999995 41.85337000000004, -80.74434199999996 41.85382800000008, -80.74409699999995 41.85355300000003, -80.74574899999999 41.85293500000006, -80.74571899999995 41.85337000000004))"
809363,,110378324298,,H2030,0.0,5633.0,+41.8630319,-80.6992504,"POLYGON ((-80.69975899999997 41.86335800000006, -80.69899399999997 41.86340500000006, -80.69887199999994 41.862581000000034, -80.69920799999994 41.86249000000004, -80.69975899999997 41.86335800000006))"
809364,,110378324299,,H2030,0.0,7338.0,+41.8577220,-80.6899450,"POLYGON ((-80.69023999999996 41.85830400000003, -80.68962799999997 41.85818900000004, -80.68975099999994 41.85713700000008, -80.69030199999997 41.85718300000008, -80.69023999999996 41.85830400000003))"
809365,,110378324300,,H2030,0.0,11737.0,+41.8677825,-80.6717173,"POLYGON ((-80.67239699999999 41.86807200000004, -80.67126399999995 41.86818600000004, -80.67089699999997 41.867499000000066, -80.67230499999994 41.86727100000007, -80.67239699999999 41.86807200000004))"
809366,,110378324302,,H2030,0.0,5814.0,+41.8477562,-80.6460920,"POLYGON ((-80.64645399999995 41.84809300000006, -80.64581199999998 41.84816100000006, -80.64571999999998 41.84747500000003, -80.64623999999998 41.84726900000004, -80.64645399999995 41.84809300000006))"
809367,,110378324303,,H2030,0.0,5920.0,+41.8323812,-80.7296270,"POLYGON ((-80.73025199999995 41.832764000000054, -80.72921199999996 41.83267300000006, -80.72930299999996 41.831781000000035, -80.72963899999996 41.83187200000003, -80.73025199999995 41.832764000000054))"
809406,,110378324304,,H2030,0.0,11531.0,+41.8307293,-80.7286097,"POLYGON ((-80.72945499999997 41.83088900000007, -80.72853799999996 41.831255000000056, -80.72761999999994 41.831255000000056, -80.72859799999998 41.82997400000005, -80.72945499999997 41.83088900000007))"
809407,,110378324305,,H2030,0.0,38561.0,+41.8365535,-80.6902938,"POLYGON ((-80.69207499999999 41.83499100000006, -80.69082099999997 41.83666100000005, -80.68831199999994 41.837211000000025, -80.68485599999997 41.83588400000008, -80.69207499999999 41.83499100000006))"
809408,,110378324307,,H2030,0.0,9496.0,+41.8491653,-80.6964392,"POLYGON ((-80.69709399999994 41.849747000000036, -80.69614499999994 41.84961000000004, -80.69617599999998 41.84844300000003, -80.69672599999996 41.84864900000008, -80.69709399999994 41.849747000000036))"
809409,,110378324308,,H2030,0.0,12285.0,+41.7981605,-80.7478466,"POLYGON ((-80.74829899999997 41.79887400000007, -80.74738099999996 41.79855400000008, -80.74747199999996 41.79745600000007, -80.74823599999996 41.79759300000006, -80.74829899999997 41.79887400000007))"
809410,,110378324309,,H2030,0.0,32067.0,+41.7551018,-80.7167417,"POLYGON ((-80.71803899999998 41.755899000000056, -80.71571699999998 41.755877000000055, -80.71568599999995 41.754184000000066, -80.71791599999995 41.754710000000046, -80.71803899999998 41.755899000000056))"
809746,,110378323951,Mill Crk,H2030,0.0,38915.0,+41.7576710,-80.8009071,"POLYGON ((-80.80182899999994 41.756634000000076, -80.80143099999998 41.75851000000006, -80.79944499999993 41.76022500000005, -80.80054499999994 41.75581100000005, -80.80182899999994 41.756634000000076))"
809747,,110378323954,Carson Pond,H2030,0.0,29040.0,+41.8214203,-80.7468955,"POLYGON ((-80.74773899999997 41.822073000000046, -80.74599699999999 41.822714000000076, -80.74694299999999 41.82031100000006, -80.74770699999993 41.82022000000006, -80.74773899999997 41.822073000000046))"
809749,,110378323966,Hickory Lk,H2030,0.0,5741.0,+41.7070875,-80.5389478,"POLYGON ((-80.54048399999994 41.707621000000074, -80.53858199999996 41.70752500000003, -80.53843599999999 41.707111000000054, -80.53958299999994 41.70697700000005, -80.54048399999994 41.707621000000074))"
809831,,110378324073,Armington Lk,H2030,0.0,116304.0,+41.7406283,-80.8864915,"POLYGON ((-80.89357099999995 41.74103100000008, -80.89173699999998 41.742448000000024, -80.88413199999997 41.741599000000065, -80.88737099999997 41.74002200000007, -80.89357099999995 41.74103100000008))"
809832,,110378324076,Armington Lk,H2030,0.0,206976.0,+41.7457889,-80.8800279,"POLYGON ((-80.88370499999996 41.740706000000046, -80.88346799999994 41.75005500000003, -80.87773999999996 41.74919100000005, -80.87866399999996 41.741116000000034, -80.88370499999996 41.740706000000046))"
810003,,110378324339,,H2030,0.0,7587.0,+41.8599439,-80.5980484,"POLYGON ((-80.59856099999996 41.86017400000003, -80.59785699999998 41.860426000000075, -80.59748999999994 41.86035700000008, -80.59797899999995 41.85946500000006, -80.59856099999996 41.86017400000003))"
810004,,110378324340,,H2030,0.0,12188.0,+41.8583012,-80.5972212,"POLYGON ((-80.59813099999997 41.85820700000005, -80.59733599999998 41.858802000000026, -80.59635599999996 41.85873300000003, -80.59699899999998 41.85774900000007, -80.59813099999997 41.85820700000005))"
810005,,110378324341,,H2030,0.0,5583.0,+41.8716638,-80.5538811,"POLYGON ((-80.55445899999995 41.87150400000007, -80.55396899999994 41.87205300000005, -80.55338799999998 41.87184800000006, -80.55357099999998 41.87136700000008, -80.55445899999995 41.87150400000007))"
810006,,110378324345,,H2030,0.0,21361.0,+41.8298070,-80.5347500,"POLYGON ((-80.53647799999999 41.83055100000007, -80.53482699999995 41.829818000000046, -80.53302199999996 41.83029800000003, -80.53491899999995 41.82894900000008, -80.53647799999999 41.83055100000007))"
810007,,110378324346,,H2030,0.0,28862.0,+41.8002109,-80.5284034,"POLYGON ((-80.52948799999996 41.80092300000007, -80.52737899999994 41.800785000000076, -80.52707299999997 41.80000700000005, -80.52951899999994 41.799596000000065, -80.52948799999996 41.80092300000007))"
810012,,110378324354,,H2030,0.0,6439.0,+41.9209673,-80.5944035,"POLYGON ((-80.59531799999996 41.921118000000035, -80.59406199999995 41.92123300000003, -80.59357199999994 41.92100400000004, -80.59445999999997 41.92070600000005, -80.59531799999996 41.921118000000035))"
810013,,110378324355,,H2030,0.0,9502.0,+41.9011959,-80.5540594,"POLYGON ((-80.55464099999995 41.901380000000074, -80.55451899999997 41.90156300000007, -80.55335499999995 41.90156300000007, -80.55415099999999 41.90060200000005, -80.55464099999995 41.901380000000074))"
810014,,110378324356,,H2030,0.0,8631.0,+41.9284103,-80.6228868,"POLYGON ((-80.62387499999994 41.92861000000005, -80.62277199999994 41.92858800000005, -80.62252699999993 41.92806200000007, -80.62362899999994 41.92767200000003, -80.62387499999994 41.92861000000005))"
810015,,110378324358,,H2030,0.0,46014.0,+41.7320060,-80.9106536,"POLYGON ((-80.91346099999998 41.73101600000007, -80.91168899999997 41.73252500000007, -80.90875699999998 41.73295900000005, -80.90875699999998 41.73172400000004, -80.91346099999998 41.73101600000007))"
810088,,110378324359,,H2030,0.0,23190.0,+41.7265876,-80.9201545,"POLYGON ((-80.92127999999997 41.725847000000044, -80.92036399999995 41.72744800000004, -80.91947799999997 41.72767700000003, -80.91917299999994 41.72660100000007, -80.92127999999997 41.725847000000044))"
810089,,110378324360,,H2030,0.0,12677.0,+41.7395184,-80.9979610,"POLYGON ((-80.99892599999998 41.73980900000004, -80.99791799999997 41.74003800000003, -80.99678699999998 41.73894100000007, -80.99883399999999 41.73905400000007, -80.99892599999998 41.73980900000004))"
810099,,110378324375,,H2030,0.0,6968.0,+41.8541562,-80.9821732,"POLYGON ((-80.98257399999994 41.85474700000003, -80.98205299999995 41.85472500000003, -80.98171599999995 41.85358100000008, -80.98208299999999 41.853489000000025, -80.98257399999994 41.85474700000003))"
810100,,110378324376,,H2030,0.0,21160.0,+41.7411633,-80.7862137,"POLYGON ((-80.78817599999996 41.74147100000005, -80.78600699999998 41.74147100000005, -80.78386899999998 41.74050900000003, -80.78790099999998 41.74108200000006, -80.78817599999996 41.74147100000005))"
810101,,110378324377,,H2030,0.0,35209.0,+41.7280688,-80.8058755,"POLYGON ((-80.80848999999995 41.72857000000005, -80.80726899999996 41.72898200000003, -80.80308499999995 41.727220000000045, -80.80387899999994 41.72708300000005, -80.80848999999995 41.72857000000005))"
810102,,110378324378,,H2030,0.0,60222.0,+41.7304619,-80.8225936,"POLYGON ((-80.82411799999994 41.73140600000005, -80.82307999999995 41.731795000000034, -80.82066599999996 41.73101800000006, -80.82335399999994 41.72884400000004, -80.82411799999994 41.73140600000005))"
810103,,110378324380,,H2030,0.0,27528.0,+41.7264150,-80.8611826,"POLYGON ((-80.86248499999994 41.72661500000004, -80.86046899999997 41.72702700000008, -80.85943099999997 41.72629600000005, -80.86226999999997 41.72572300000007, -80.86248499999994 41.72661500000004))"
810121,,110378323945,Lk Erie,H2030,0.0,36991459.0,+41.9797611,-80.5797878,"POLYGON ((-80.62480099999993 42.00005300000004, -80.51944799999995 42.00005500000003, -80.51942099999997 41.977523000000076, -80.54828699999996 41.970949000000076, -80.54540699999995 41.965138000000024, -80.55009499999994 41.97250500000007, -80.55214899999999 41.969119000000035, -80.55864799999995 41.96518400000008, -80.55937299999994 41.97068900000005, -80.62479999999994 41.94535500000006, -80.62480099999993 42.00005300000004))"
1179362,,110470292625,,H2030,0.0,1271.0,+41.9889965,-80.4623413,"POLYGON ((-80.46264499999995 41.98896300000007, -80.46230799999995 41.989157000000034, -80.46195299999994 41.98909800000007, -80.46232499999996 41.988860000000045, -80.46264499999995 41.98896300000007))"
1179503,,110470291967,,H2030,0.0,7381.0,+41.9988656,-80.4475754,"POLYGON ((-80.44843099999997 41.999247000000025, -80.44724699999995 41.99922400000003, -80.44674399999997 41.99822500000005, -80.44754499999993 41.99839300000008, -80.44843099999997 41.999247000000025))"
1179504,,110470291968,,H2030,0.0,27603.0,+41.8791245,-80.4924444,"POLYGON ((-80.49368799999996 41.879782000000034, -80.49237199999999 41.879966000000024, -80.49090099999995 41.87847900000003, -80.49295199999995 41.87850100000003, -80.49368799999996 41.879782000000034))"
1179685,,110470292016,,H2030,0.0,4825.0,+41.9443991,-80.4652664,"POLYGON ((-80.46564299999994 41.944083000000035, -80.46559599999995 41.944724000000065, -80.46519199999994 41.94504400000005, -80.46485799999994 41.94419800000003, -80.46564299999994 41.944083000000035))"
1179721,,110470291901,Lk Erie,H2030,0.0,385665332.0,+42.1108497,-80.2698871,"POLYGON ((-80.51944799999995 42.00005500000003, -80.49979299999995 42.00005600000003, -80.49979899999994 42.12505700000003, -80.23198899999994 42.12505900000008, -80.23199199999993 42.173560000000066, -79.99977699999994 42.17365700000005, -79.99977799999994 42.25005800000008, -79.81078799999995 42.25004400000006, -79.87413199999997 42.231618000000026, -80.06116999999995 42.145001000000036, -80.07816599999995 42.15181400000006, -80.07188299999996 42.154904000000045, -80.07345399999997 42.16705300000007, -80.06231499999996 42.17110000000008, -80.11539199999999 42.16671100000008, -80.16602099999994 42.10579000000007, -80.32814199999996 42.03669300000007, -80.51942099999997 41.977523000000076, -80.51944799999995 42.00005500000003))"
1179725,,110470292025,,H2030,0.0,14072.0,+41.9374566,-80.5061928,"POLYGON ((-80.50731699999994 41.93706800000007, -80.50657599999994 41.93796400000008, -80.50504199999995 41.93764300000004, -80.50692699999996 41.93666300000007, -80.50731699999994 41.93706800000007))"
1179726,,110470292027,,H2030,0.0,52778.0,+41.9378257,-80.5132887,"POLYGON ((-80.51432799999998 41.93879500000003, -80.51259699999997 41.93919600000004, -80.51220699999999 41.936457000000075, -80.51416699999999 41.936522000000025, -80.51432799999998 41.93879500000003))"
1211771,,1101180177176,Lk Erie,H2030,0.0,1937197612.0,+41.9759755,-81.2553313,"POLYGON ((-81.49518099999995 42.09640200000007, -81.24983299999997 42.21641500000004, -81.00982699999997 42.25160200000005, -81.00980999999996 41.865230000000054, -81.00211599999994 41.85492800000003, -81.23970699999995 41.76384100000007, -81.26750599999997 41.75799600000005, -81.28281499999997 41.76506800000004, -81.44241799999998 41.67410000000007, -81.48864299999997 41.631522000000075, -81.49518099999995 42.09640200000007))"
1323023,,110480166882,,H2030,0.0,5754.0,+41.7244126,-80.4676769,"POLYGON ((-80.46834999999999 41.72442200000006, -80.46782299999995 41.72469700000005, -80.46714799999995 41.72476300000005, -80.46774899999997 41.72395000000006, -80.46834999999999 41.72442200000006))"
1796648,,110456526967,,H2030,0.0,1787.0,+41.7051681,-81.0599102,"POLYGON ((-81.06014799999997 41.70525500000008, -81.06002999999998 41.70548700000006, -81.05962599999998 41.70502200000004, -81.05994199999998 41.70483900000005, -81.06014799999997 41.70525500000008))"
1796700,,110456526981,,H2030,0.0,798.0,+41.7058546,-81.0657607,"POLYGON ((-81.06595499999997 41.70593700000006, -81.06563299999993 41.705971000000034, -81.06557599999996 41.70579100000003, -81.06580899999994 41.705711000000065, -81.06595499999997 41.70593700000006))"
1799814,,110456526741,,H2030,0.0,4036.0,+41.7082236,-81.0835166,"POLYGON ((-81.08390499999996 41.70852000000008, -81.08339399999994 41.70863900000006, -81.08312999999998 41.70781500000004, -81.08354199999997 41.707813000000044, -81.08390499999996 41.70852000000008))"
1799826,,110456527146,,H2030,0.0,14577.0,+41.7049978,-81.0200801,"POLYGON ((-81.02086499999996 41.704773000000046, -81.02025999999995 41.70551300000005, -81.01901799999996 41.70557000000008, -81.02042999999998 41.70413600000006, -81.02086499999996 41.704773000000046))"
1799954,,110456526826,,H2030,0.0,21312.0,+41.7102996,-81.1014215,"POLYGON ((-81.10223499999995 41.71117200000003, -81.10038099999997 41.71071900000004, -81.10164499999996 41.709039000000075, -81.10223099999996 41.71022900000003, -81.10223499999995 41.71117200000003))"
1800491,,110456526889,,H2030,0.0,10381.0,+41.7046575,-81.0115218,"POLYGON ((-81.01231299999995 41.704671000000076, -81.01160799999997 41.70516300000003, -81.01073299999996 41.70471300000003, -81.01189199999999 41.70409100000006, -81.01231299999995 41.704671000000076), (-81.01193899999998 41.70458000000008, -81.01158499999997 41.70452700000004, -81.01146699999998 41.70460600000007, -81.01180299999999 41.70467200000007, -81.01193899999998 41.70458000000008))"
1800764,,110456527975,,H2030,0.0,1432.0,+41.7091471,-81.0941233,"POLYGON ((-81.09436199999999 41.70913800000005, -81.09416999999996 41.70936900000004, -81.09388099999995 41.70916200000005, -81.09425199999998 41.70893300000006, -81.09436199999999 41.70913800000005))"
1989960,,110470292687,,H2030,0.0,1484.0,+41.8682486,-80.5176665,"POLYGON ((-80.51801799999998 41.868220000000065, -80.51766899999996 41.86839100000003, -80.51729599999999 41.86826200000007, -80.51753899999994 41.86812400000008, -80.51801799999998 41.868220000000065))"
1989992,,110470292643,,H2030,0.0,1142.0,+41.9997871,-80.4487391,"POLYGON ((-80.44909399999995 41.999915000000044, -80.44841599999995 41.99977400000006, -80.44821599999995 41.99961700000006, -80.44908699999996 41.99973200000005, -80.44909399999995 41.999915000000044))"
1990031,,110470292042,,H2030,0.0,34900.0,+41.9419153,-80.4981721,"POLYGON ((-80.49957199999994 41.94166400000006, -80.49867899999998 41.94286600000004, -80.49693999999994 41.942694000000074, -80.49934999999994 41.94056900000004, -80.49957199999994 41.94166400000006))"
1990182,,110470292523,,H2030,0.0,2515.0,+41.9077557,-80.4820289,"POLYGON ((-80.48235999999997 41.90800000000007, -80.48179499999998 41.90791200000007, -80.48184799999996 41.907305000000065, -80.48201699999998 41.90737800000005, -80.48235999999997 41.90800000000007))"
1990218,,110470292573,,H2030,0.0,2284.0,+41.9287693,-80.4945343,"POLYGON ((-80.49473499999993 41.928694000000064, -80.49471199999994 41.92908300000005, -80.49439899999999 41.929072000000076, -80.49432199999995 41.92850400000003, -80.49473499999993 41.928694000000064))"
1990219,,110470292574,,H2030,0.0,2293.0,+41.9293771,-80.4916232,"POLYGON ((-80.49202599999995 41.92951100000005, -80.49150699999996 41.929549000000065, -80.49118699999997 41.92942700000003, -80.49188899999996 41.92918600000007, -80.49202599999995 41.92951100000005))"
1990220,,110470292575,,H2030,0.0,4868.0,+41.9303259,-80.4803689,"POLYGON ((-80.48093299999994 41.93040700000006, -80.48002399999996 41.930739000000074, -80.47969599999999 41.930701000000056, -80.48063499999995 41.929797000000065, -80.48093299999994 41.93040700000006))"
1990221,,110470292577,,H2030,0.0,2910.0,+41.9220979,-80.4583878,"POLYGON ((-80.45896699999997 41.922240000000045, -80.45796699999994 41.922240000000045, -80.45770099999999 41.92213700000008, -80.45853999999997 41.92190000000005, -80.45896699999997 41.922240000000045))"
1990251,,110470292599,,H2030,0.0,3628.0,+41.9388720,-80.4990002,"POLYGON ((-80.49944999999997 41.938998000000026, -80.49870999999996 41.93908200000004, -80.49857299999996 41.93867400000005, -80.49942799999997 41.93869600000005, -80.49944999999997 41.938998000000026))"
1990261,,110470292394,,H2030,0.0,5015.0,+41.9613561,-80.4490283,"POLYGON ((-80.44962099999998 41.96165000000008, -80.44895699999995 41.961726000000056, -80.44845299999997 41.96081000000004, -80.44961999999998 41.96145100000007, -80.44962099999998 41.96165000000008))"
1990290,,110470292430,,H2030,0.0,3622.0,+41.9969672,-80.4512926,"POLYGON ((-80.45195599999994 41.99710300000004, -80.45151299999998 41.997317000000066, -80.45059799999996 41.996676000000036, -80.45074999999997 41.99651600000004, -80.45195599999994 41.99710300000004))"
1990319,,110470292469,,H2030,0.0,5314.0,+41.9012794,-80.5180317,"POLYGON ((-80.51869199999999 41.90145300000006, -80.51805799999994 41.90170100000006, -80.51735699999995 41.90105300000005, -80.51797499999998 41.90088100000003, -80.51869199999999 41.90145300000006))"
1990330,,110470292484,,H2030,0.0,2258.0,+41.8586541,-80.5112208,"POLYGON ((-80.51165099999997 41.858825000000024, -80.51104599999996 41.858813000000055, -80.51082599999995 41.85859500000004, -80.51129799999995 41.85847700000005, -80.51165099999997 41.858825000000024))"
1990332,,110470292486,,H2030,0.0,529.0,+41.8690501,-80.4647120,"POLYGON ((-80.46482599999996 41.869124000000056, -80.46464999999995 41.869177000000036, -80.46455999999995 41.868956000000026, -80.46478799999994 41.86892900000004, -80.46482599999996 41.869124000000056))"
1990333,,110470292487,,H2030,0.0,696.0,+41.8628643,-80.4627874,"POLYGON ((-80.46295099999998 41.86298700000003, -80.46276599999999 41.862997000000064, -80.46261399999997 41.862700000000075, -80.46289499999995 41.86279900000005, -80.46295099999998 41.86298700000003))"
1990345,,110470292501,,H2030,0.0,667.0,+41.8740438,-80.4420296,"POLYGON ((-80.44221199999998 41.87407900000005, -80.44199899999995 41.874190000000056, -80.44184499999994 41.874033000000054, -80.44209599999994 41.87393000000003, -80.44221199999998 41.87407900000005))"
1990366,,110470292522,,H2030,0.0,2020.0,+41.8982467,-80.5147894,"POLYGON ((-80.51504499999999 41.89848500000005, -80.51466399999998 41.89848200000006, -80.51463299999995 41.897932000000026, -80.51492299999995 41.898070000000075, -80.51504499999999 41.89848500000005))"
1990624,,110470292330,,H2030,0.0,5754.0,+41.9523885,-80.4440553,"POLYGON ((-80.44474399999996 41.95276300000006, -80.44351699999999 41.95240300000006, -80.44337199999995 41.95181900000006, -80.44478299999997 41.95250200000004, -80.44474399999996 41.95276300000006))"
1990961,,110470292253,,H2030,0.0,1251.0,+42.0012026,-80.4428664,"POLYGON ((-80.44302799999997 42.00122300000004, -80.44278399999996 42.00143300000008, -80.44269299999996 42.001055000000065, -80.44295199999993 42.00097900000003, -80.44302799999997 42.00122300000004))"
1990991,,110470292265,,H2030,0.0,455.0,+41.9262360,-80.4685233,"POLYGON ((-80.46876299999997 41.92626800000005, -80.46841299999994 41.92630600000007, -80.46828199999999 41.926161000000036, -80.46841999999998 41.92613400000005, -80.46876299999997 41.92626800000005))"
1991003,,110470292283,,H2030,0.0,961.0,+41.9539576,-80.4560340,"POLYGON ((-80.45626599999997 41.95397400000007, -80.45609799999994 41.95410400000003, -80.45576299999993 41.95404700000006, -80.45602999999994 41.953801000000055, -80.45626599999997 41.95397400000007))"
